gene_name,ct_marker_evidence_blood,ct_marker_evidence_bone_marrow,ct_marker_evidence_heart,ct_marker_evidence_kidney,ct_marker_evidence_liver,ct_marker_evidence_lung,ct_marker_evidence_lymph_node
LINC-PINT,,,,,0.0,,
LINC00092,0.0,0.0,,,0.0,,
LINC00106,,,0.0,0.0,,,
LINC00113,,,,0.0,,,
LINC00114,,1.0,,,,,
LINC00115,,0.0,,0.0,,,
LINC00158,,,,,,1.0,
LINC00200,,1.0,,,,,
LINC00239,0.0,0.0,,,,,0.0
LINC00240,,,,,0.0,,
LINC00243,,0.0,0.0,0.0,,,
LINC00261,,,,,0.0,,
LINC00265,,,,,,0.0,0.0
LINC00271,,,,0.0,0.0,0.0,
LINC00278,,,0.0,0.0,,0.0,0.0
LINC00298,,,,1.0,,0.0,
LINC00299,1.0,1.0,1.0,0.0,,0.0,1.0
LINC00304,,1.0,,,,,
LINC00309,,,,,0.0,,0.0
LINC00310,,,,0.0,,,
LINC00311,,0.0,,,0.0,,
LINC00324,,,,0.0,,,
LINC00327,,,0.0,,,,
LINC00342,0.0,0.0,,0.0,,0.0,
LINC00379,,,,0.0,,,
LINC00381,,,,1.0,,,
LINC00402,0.0,0.0,,,,,1.0
LINC00407,,,,1.0,,,
LINC00410,,,,0.0,,,
LINC00421,,0.0,,,,,
LINC00426,0.0,0.0,1.0,0.0,,0.0,0.0
LINC00449,,,,,0.0,,
LINC00461,,,0.0,0.0,,,
LINC00467,,,,0.0,,,0.0
LINC00470,,,,,,0.0,
LINC00472,,,,0.0,,0.0,
LINC00482,,,0.0,,0.0,,
LINC00494,0.0,0.0,,0.0,,,0.0
LINC00504,,0.0,0.0,,1.0,,
LINC00511,,,0.0,0.0,,0.0,
LINC00513,0.0,,,,,,1.0
LINC00520,,,,,,0.0,
LINC00526,,0.0,,,0.0,,0.0
LINC00528,,,,,0.0,0.0,0.0
LINC00535,,,,,,0.0,
LINC00539,,,,,,0.0,0.0
LINC00543,,,,,1.0,,
LINC00544,0.0,,,,,,
LINC00545,,,,,,1.0,
LINC00551,,,,0.0,,1.0,
LINC00562,,,,,0.0,,
LINC00570,,0.0,,,,,
LINC00571,1.0,,,,,,
LINC00574,,,,,0.0,,
LINC00578,,,0.0,0.0,,,
LINC00582,,,,,1.0,1.0,
LINC00592,,,,,0.0,,
LINC00596,,,,0.0,,,
LINC00598,,,0.0,,,,
LINC00607,,,,0.0,,,
LINC00609,,,1.0,,,,
LINC00621,,,,0.0,,,
LINC00623,0.0,,0.0,0.0,,0.0,0.0
LINC00630,,0.0,,,,,
LINC00632,,,0.0,0.0,1.0,0.0,
LINC00636,,,1.0,,,1.0,
LINC00639,,,1.0,1.0,,,
LINC00645,,,,0.0,,,
LINC00649,0.0,0.0,0.0,0.0,,0.0,0.0
LINC00656,,,,,,0.0,
LINC00659,,,,0.0,,,
LINC00662,,0.0,,0.0,0.0,,
LINC00663,0.0,,,,,,
LINC00665,,0.0,,0.0,,,
LINC00667,0.0,,,,,0.0,
LINC00670,,,0.0,,,1.0,
LINC00671,,0.0,,0.0,,,
LINC00672,,0.0,,,0.0,0.0,
LINC00681,,,1.0,,,,
LINC00683,,,,,0.0,,
LINC00685,,,,0.0,,0.0,
LINC00702,,,0.0,,,,
LINC00707,,0.0,,,,,
LINC00839,,,,0.0,,,
LINC00844,,,0.0,0.0,0.0,,
LINC00847,,,,,0.0,,
LINC00861,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00862,,,,,0.0,,
LINC00865,1.0,0.0,,0.0,1.0,,0.0
LINC00869,,,,,0.0,,
LINC00871,,,,0.0,,,
LINC00877,0.0,,,0.0,0.0,0.0,0.0
LINC00881,1.0,,0.0,,,,
LINC00882,,,0.0,0.0,,,1.0
LINC00884,,,0.0,,0.0,0.0,0.0
LINC00885,,,,,,0.0,
LINC00886,,0.0,,,0.0,,
LINC00887,,,,,0.0,,
LINC00891,0.0,,,1.0,,0.0,0.0
LINC00893,,0.0,,0.0,0.0,,
LINC00894,,,,0.0,0.0,,
LINC00907,,,,,0.0,,
LINC00910,0.0,,,,,,
LINC00920,,,,,,,0.0
LINC00921,,,,,,,0.0
LINC00922,,,1.0,,,,
LINC00923,,,0.0,0.0,,0.0,
LINC00924,,,0.0,0.0,0.0,1.0,
LINC00926,1.0,1.0,0.0,0.0,1.0,0.0,1.0
LINC00937,1.0,0.0,0.0,0.0,0.0,0.0,
LINC00944,0.0,0.0,,,,0.0,0.0
LINC00958,,,,0.0,0.0,0.0,
LINC00960,0.0,,,,,0.0,
LINC00964,,,,0.0,0.0,,
LINC00968,,,,1.0,,0.0,
LINC00970,,,,0.0,,,
LINC00971,,,,,0.0,,
LINC00987,0.0,0.0,0.0,0.0,0.0,,0.0
LINC00989,0.0,1.0,0.0,0.0,,1.0,
LINC00996,0.0,1.0,,0.0,0.0,0.0,0.0
LINC00997,1.0,,1.0,,,,
LINC01001,0.0,,0.0,,0.0,,0.0
LINC01003,,0.0,,,0.0,,0.0
LINC01004,,,,0.0,,0.0,0.0
LINC01006,,,0.0,,,0.0,0.0
LINC01010,,,0.0,,0.0,0.0,
LINC01011,0.0,,,,,0.0,
LINC01013,1.0,1.0,,,1.0,1.0,
LINC01018,,,,,0.0,,
LINC01023,,,,0.0,,,
LINC01031,,,,0.0,,,
LINC01055,,,,0.0,,,
LINC01060,,,,0.0,,,
LINC01068,,,,,1.0,,
LINC01082,,,,,,0.0,
LINC01088,,,0.0,0.0,0.0,0.0,
LINC01089,0.0,,,,,,
LINC01090,,,0.0,,,,
LINC01091,,,0.0,0.0,,,
LINC01093,,,1.0,,0.0,,
LINC01094,,,,,,0.0,
LINC01098,,,,0.0,,,
LINC01099,,,0.0,1.0,,,
LINC01106,,,,,0.0,0.0,
LINC01116,,,1.0,0.0,0.0,1.0,0.0
LINC01117,,,0.0,0.0,,0.0,
LINC01118,,1.0,,,,,
LINC01122,0.0,0.0,,0.0,,,
LINC01123,,,,0.0,,,
LINC01126,0.0,,,,,,
LINC01133,,0.0,0.0,0.0,0.0,0.0,
LINC01134,,,,,0.0,,
LINC01135,,,0.0,,,,0.0
LINC01136,0.0,0.0,,,0.0,,
LINC01137,0.0,0.0,,,,,
LINC01138,,,,,0.0,,
LINC01139,,,,0.0,,1.0,
LINC01140,1.0,1.0,,,,,
LINC01146,,0.0,1.0,1.0,0.0,,0.0
LINC01150,1.0,0.0,,,,0.0,
LINC01151,,,0.0,,,,
LINC01163,,,,1.0,,,
LINC01169,,,,,,0.0,
LINC01170,,,0.0,,,0.0,
LINC01176,,0.0,,1.0,,,
LINC01182,,,,0.0,,,
LINC01184,,0.0,,0.0,,0.0,0.0
LINC01186,,,,0.0,,,
LINC01187,,,,1.0,,1.0,
LINC01194,,,0.0,,,,
LINC01197,,,0.0,0.0,,1.0,
LINC01198,,,1.0,,,,
LINC01214,,,,0.0,,,
LINC01215,0.0,0.0,,1.0,,0.0,0.0
LINC01224,,1.0,,,,1.0,
LINC01229,0.0,,,,,,
LINC01230,,,,0.0,,,
LINC01235,,,,,,,1.0
LINC01239,,,0.0,,,0.0,
LINC01251,,1.0,,,,,
LINC01252,,,,0.0,,,
LINC01260,,0.0,,,,,
LINC01266,,,0.0,,,,
LINC01281,1.0,,,,,,1.0
LINC01285,,,0.0,,,,
LINC01290,,,0.0,0.0,,,
LINC01310,,,1.0,,,,
LINC01311,,,,0.0,,,
LINC01320,,,,0.0,,,
LINC01322,,,,0.0,,,
LINC01340,,,0.0,,,,
LINC01342,,,,0.0,,,
LINC01348,,,0.0,,,,
LINC01349,,,,0.0,,,
LINC01358,0.0,,,0.0,,0.0,
LINC01374,,,1.0,,,,1.0
LINC01376,,0.0,,,,,
LINC01405,,,0.0,,,,
LINC01410,0.0,0.0,,0.0,,,
LINC01411,,,0.0,,,,
LINC01422,,0.0,,,,,
LINC01428,,,0.0,,,,
LINC01431,0.0,,,,,,
LINC01435,,,,1.0,,,
LINC01436,,,1.0,,,1.0,
LINC01465,,,,,,,0.0
LINC01470,,,0.0,0.0,,,
LINC01473,,0.0,,0.0,,,
LINC01475,,1.0,,,,,
LINC01478,,,,1.0,,0.0,
LINC01480,0.0,0.0,,0.0,,0.0,0.0
LINC01482,,,,1.0,,,
LINC01484,,0.0,0.0,0.0,,1.0,
LINC01485,,,,0.0,,0.0,
LINC01503,,0.0,,0.0,,0.0,
LINC01504,0.0,0.0,,0.0,,,
LINC01506,0.0,,,0.0,,,0.0
LINC01507,,1.0,,0.0,,,
LINC01508,,,,0.0,,,
LINC01515,,,0.0,0.0,,,
LINC01524,,,0.0,,,,
LINC01527,,,,,,,0.0
LINC01532,,,,0.0,,,
LINC01534,,,,,,0.0,
LINC01544,,,,0.0,,,
LINC01547,,,,,,,0.0
LINC01550,0.0,0.0,,0.0,,0.0,0.0
LINC01551,,,,,,,1.0
LINC01554,,,1.0,,,0.0,
LINC01558,,,1.0,,,,
LINC01564,,,,1.0,,,
LINC01568,,,0.0,,,,
LINC01571,,,,0.0,,1.0,
LINC01572,,0.0,0.0,,,,
LINC01588,,,0.0,0.0,,,
LINC01592,,,1.0,1.0,,,
LINC01602,1.0,,,,,,
LINC01606,,,,1.0,,,
LINC01612,,,,0.0,,,
LINC01629,,,,1.0,,,
LINC01637,0.0,,,,,,
LINC01644,0.0,,,,,,
LINC01670,1.0,,,,,,
LINC01678,0.0,,,,,,
LINC01684,0.0,,,,,,
LINC01724,0.0,,,,,,
LINC01727,1.0,,,,,,
LINC01754,1.0,,,,,,
LINC01772,0.0,,,,,,
LINC01781,1.0,,,,,,
LINC01806,0.0,,,,,,
LINC01811,1.0,,,,,,
LINC01841,0.0,,,,,,
LINC01857,0.0,,,,,,
LINC01871,0.0,,,,,,
LINC01891,0.0,,,,,,
LINC01934,0.0,,,,,,
LINC01943,0.0,,,,,,0.0
LINC02029,0.0,,,,,,
LINC02084,0.0,,,,,,
LINC02085,1.0,,,,,,
LINC02086,0.0,,,,,,
LINC02132,0.0,,,,,,
LINC02195,1.0,,,,,,
LINC02232,0.0,,,,,,
LINC02245,0.0,,,,,,
LINC02256,0.0,,,,,,
LINC02273,0.0,,,,,,
LINC02285,0.0,,,,,,
LINC02295,0.0,,,,,,
LINC02345,0.0,,,,,,
LINC02361,0.0,,,,,,
LINC02362,1.0,,,,,,
LINC02384,0.0,,,,,,
LINC02397,0.0,,,,,,
LINC02422,0.0,,,,,,
LINC02432,0.0,,,,,,
LINC02446,1.0,,,,,,
LINC02456,1.0,,,,,,
LINC02470,0.0,,,,,,
LINC02573,0.0,,,,,,
LINC02576,0.0,,,,,,
LINC02580,0.0,,,,,,
LINC02611,,,,,,,0.0
LINC02693,,,,,,,0.0
LINGO1,,,1.0,1.0,0.0,,
LINGO2,0.0,,0.0,0.0,,0.0,
LINGO3,,0.0,,1.0,,,
LINGO4,,1.0,,,1.0,,0.0
LINS1,,0.0,,,,,
LIPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIPC,,,0.0,0.0,0.0,,0.0
LIPE,,,0.0,,0.0,,
LIPE-AS1,0.0,,1.0,0.0,,,0.0
LIPG,,,,0.0,0.0,0.0,
LIPH,,,,0.0,0.0,0.0,
LIPN,,1.0,,1.0,1.0,0.0,1.0
LIPT1,0.0,,,0.0,,,
LIPT2,,,,0.0,,,
LITAF,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LIX1,,,,0.0,,,
LIX1L,0.0,,,0.0,0.0,,
LKAAEAR1,,0.0,,,,0.0,
LL0XNC01-7P3.1,,,,,1.0,,
LL21NC02-21A1.1,,,,0.0,,,
LL22NC03-2H8.5,,,,0.0,0.0,,
LLGL1,0.0,,,0.0,0.0,,
LLGL2,0.0,0.0,0.0,0.0,,0.0,0.0
LLPH,0.0,0.0,,,,,0.0
LLfos-48D6.2,,,,0.0,,,
LMAN1,0.0,0.0,,0.0,0.0,0.0,0.0
LMAN1L,,,0.0,,,,
LMAN2,,0.0,,0.0,0.0,0.0,0.0
LMAN2L,,0.0,,0.0,0.0,,
LMBR1,,0.0,,0.0,,,0.0
LMBR1L,0.0,0.0,,,,0.0,
LMBRD1,0.0,,,0.0,,,
LMBRD2,0.0,,,,0.0,,0.0
LMCD1,,,0.0,0.0,0.0,0.0,0.0
LMCD1-AS1,,,,,,0.0,
LMF1,0.0,,0.0,0.0,0.0,0.0,
LMF2,0.0,0.0,,0.0,0.0,,0.0
LMLN,,0.0,,,0.0,0.0,
LMNA,0.0,1.0,0.0,0.0,0.0,1.0,1.0
LMNB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMNB2,0.0,0.0,,0.0,,0.0,0.0
LMO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMO3,,,0.0,0.0,,0.0,1.0
LMO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMO7,,,0.0,0.0,0.0,0.0,0.0
LMO7-AS1,,,0.0,,,,1.0
LMO7DN,,,,,,1.0,
LMOD1,,,0.0,0.0,0.0,0.0,
LMOD2,,,0.0,,,,
LMOD3,,0.0,,,0.0,,
LMTK2,,,,,,0.0,0.0
LMTK3,,,,0.0,,0.0,0.0
LMX1A,,,1.0,,,,
LMX1B,,,,0.0,,,
LNP1,,,,,,0.0,1.0
LNPEP,,0.0,,0.0,0.0,,
LNPK,0.0,,,,,,
LNX1,,,0.0,0.0,,0.0,0.0
LNX2,,,,0.0,0.0,0.0,
LOH12CR2,,,,,0.0,,
LONP1,0.0,,,,,,0.0
LONP2,,,,0.0,0.0,,
LONRF1,,,0.0,,,0.0,
LONRF2,,,0.0,0.0,,0.0,
LONRF3,0.0,0.0,,0.0,0.0,,
LOX,,,0.0,0.0,0.0,0.0,1.0
LOXHD1,,1.0,,1.0,,,
LOXL1,0.0,,,0.0,0.0,0.0,
LOXL1-AS1,0.0,,,0.0,,,
LOXL2,,0.0,0.0,,0.0,0.0,0.0
LOXL3,,,,0.0,0.0,,
LOXL4,,,,0.0,,0.0,
LPA,,,,,1.0,,
LPAR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPAR2,,0.0,,,,0.0,0.0
LPAR3,,,0.0,,,,
LPAR5,,0.0,,0.0,0.0,,
LPAR6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LPCAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPCAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPCAT3,,0.0,,,,,
LPCAT4,0.0,0.0,0.0,,,,0.0
LPGAT1,0.0,,,,,0.0,
LPIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPIN2,0.0,,,0.0,0.0,,0.0
LPIN3,,,0.0,,0.0,0.0,
LPL,,0.0,0.0,0.0,0.0,0.0,0.0
LPO,,,,,,0.0,
LPP,,,1.0,0.0,0.0,0.0,0.0
LPXN,0.0,0.0,,0.0,0.0,0.0,0.0
LRAT,,,0.0,0.0,,,
LRBA,0.0,0.0,0.0,0.0,0.0,0.0,
LRCH1,0.0,0.0,,0.0,0.0,0.0,0.0
LRCH2,,,,0.0,,0.0,
LRCH3,,0.0,0.0,0.0,0.0,,0.0
LRCH4,,,,0.0,,,0.0
LRCOL1,,,1.0,,,1.0,
LRFN1,,0.0,,,,,
LRFN2,,1.0,,1.0,,,
LRFN3,,0.0,,0.0,,,
LRFN4,0.0,0.0,,,,,
LRFN5,,,0.0,0.0,,0.0,
LRG1,0.0,0.0,,,0.0,,0.0
LRGUK,,,,,,0.0,
LRIF1,,,,0.0,0.0,,
LRIG1,0.0,0.0,,,0.0,0.0,0.0
LRIG2,0.0,,,0.0,,,
LRIG3,,,0.0,0.0,,0.0,
LRMDA,0.0,,,,,,
LRP1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LRP10,0.0,0.0,,,0.0,0.0,0.0
LRP11,,0.0,,0.0,,0.0,
LRP12,0.0,0.0,,0.0,0.0,0.0,
LRP1B,,,0.0,1.0,0.0,,
LRP2,,,0.0,1.0,,1.0,
LRP2BP,0.0,0.0,0.0,,,0.0,
LRP3,,,,0.0,,0.0,
LRP4,,0.0,1.0,0.0,,,
LRP4-AS1,,0.0,,,,,
LRP5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LRP5L,,0.0,,,,,
LRP6,0.0,,,0.0,0.0,0.0,
LRP8,,,,0.0,0.0,,0.0
LRPAP1,,0.0,,0.0,,0.0,0.0
LRPPRC,,0.0,,0.0,0.0,,
LRR1,,0.0,,0.0,,0.0,
LRRC1,,0.0,0.0,,0.0,0.0,0.0
LRRC10,,,0.0,,,,
LRRC10B,,,,,,1.0,
LRRC15,,,,,0.0,,
LRRC17,,,,0.0,0.0,0.0,
LRRC19,,,,0.0,0.0,,
LRRC2,,0.0,0.0,0.0,,,
LRRC20,,0.0,0.0,,0.0,,
LRRC23,0.0,,,,0.0,0.0,0.0
LRRC25,1.0,1.0,,0.0,0.0,0.0,0.0
LRRC26,1.0,1.0,,1.0,1.0,0.0,1.0
LRRC27,,0.0,,,,,
LRRC28,,,,0.0,0.0,,0.0
LRRC29,,,,,,,0.0
LRRC3,,,,,,,1.0
LRRC31,,,,,0.0,,
LRRC32,1.0,,0.0,0.0,0.0,0.0,0.0
LRRC34,0.0,,,,0.0,,0.0
LRRC36,1.0,1.0,,0.0,,0.0,
LRRC37A,,0.0,,,0.0,0.0,
LRRC37A2,0.0,,,,,,
LRRC37A3,,,,0.0,0.0,0.0,0.0
LRRC37B,,,,,0.0,,0.0
LRRC39,,,0.0,,,,
LRRC3B,,,,,1.0,,
LRRC4,,,,,0.0,0.0,
LRRC40,0.0,,,,0.0,,
LRRC41,,,,,0.0,0.0,
LRRC42,,0.0,,,0.0,0.0,
LRRC43,,0.0,,,,0.0,
LRRC45,0.0,,,0.0,0.0,0.0,0.0
LRRC46,,0.0,,,,0.0,
LRRC47,,,,0.0,,,0.0
LRRC49,,,,0.0,0.0,0.0,
LRRC4B,,,,,,0.0,
LRRC4C,,,0.0,0.0,,,
LRRC56,,0.0,,,,0.0,0.0
LRRC57,,0.0,,,0.0,0.0,
LRRC58,,0.0,,,0.0,,0.0
LRRC59,0.0,0.0,,,0.0,0.0,0.0
LRRC6,,,,,,0.0,
LRRC61,0.0,,,0.0,0.0,0.0,
LRRC63,0.0,,,,1.0,,
LRRC66,,,,,0.0,,
LRRC69,,,,0.0,0.0,,
LRRC7,,,0.0,0.0,0.0,,
LRRC70,,,,1.0,,,
LRRC74B,,,,,,0.0,
LRRC75A,,0.0,,0.0,,,0.0
LRRC75B,,0.0,,0.0,,,
LRRC8A,,,0.0,0.0,0.0,0.0,
LRRC8B,,,,,0.0,0.0,0.0
LRRC8C,0.0,0.0,,0.0,,,0.0
LRRC8D,,0.0,,,0.0,,
LRRC8E,,,,,0.0,,
LRRC9,,,0.0,0.0,,0.0,
LRRCC1,0.0,0.0,0.0,0.0,,0.0,
LRRFIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRFIP2,0.0,0.0,0.0,0.0,0.0,,
LRRIQ1,,,,0.0,0.0,0.0,
LRRIQ3,,,,,,0.0,0.0
LRRK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRN2,,0.0,,0.0,0.0,,1.0
LRRN3,0.0,0.0,0.0,,0.0,,0.0
LRRN4CL,,,,0.0,,1.0,
LRRTM3,,,0.0,,,0.0,
LRRTM4,,,0.0,0.0,,,
LRSAM1,,,,0.0,,,
LRTOMT,,,,0.0,0.0,,
LRWD1,0.0,,,,,0.0,
LSAMP,,,0.0,0.0,0.0,1.0,
LSAMP-AS1,,,0.0,,,,
LSG1,0.0,,,0.0,0.0,,
LSM10,0.0,0.0,,,0.0,,0.0
LSM11,,,,,0.0,0.0,
LSM12,,0.0,,,,,
LSM14A,,,,0.0,,,
LSM2,0.0,,,0.0,0.0,0.0,0.0
LSM3,0.0,0.0,,,,0.0,0.0
LSM4,0.0,0.0,,0.0,0.0,0.0,
LSM5,0.0,0.0,,,,0.0,0.0
LSM6,,,,,0.0,0.0,
LSM7,,0.0,,0.0,0.0,0.0,0.0
LSM8,,,,0.0,,,0.0
LSMEM1,,0.0,,,,,
LSP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSR,0.0,0.0,,0.0,,0.0,
LSS,,0.0,0.0,,0.0,,
LST1,1.0,1.0,0.0,1.0,1.0,1.0,0.0
LTA,0.0,0.0,,,,0.0,0.0
LTA4H,0.0,0.0,,0.0,0.0,0.0,0.0
LTB,1.0,1.0,0.0,1.0,1.0,0.0,1.0
LTB4R,,,0.0,0.0,,,0.0
LTBP1,0.0,1.0,0.0,1.0,0.0,0.0,
LTBP2,,,0.0,0.0,1.0,0.0,0.0
LTBP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTBP4,,0.0,0.0,1.0,0.0,0.0,0.0
LTBR,0.0,0.0,,0.0,0.0,0.0,0.0
LTC4S,0.0,0.0,0.0,0.0,0.0,1.0,0.0
LTF,,1.0,,0.0,0.0,0.0,
LTK,1.0,1.0,,0.0,1.0,0.0,1.0
LTN1,0.0,0.0,,0.0,0.0,,0.0
LTO1,,,,,,,0.0
LTV1,0.0,,,0.0,,,
LUC7L,,,,,0.0,,
LUC7L2,,0.0,,,,,
LUC7L3,0.0,0.0,0.0,0.0,0.0,0.0,
LUCAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUM,,,1.0,0.0,0.0,1.0,1.0
LURAP1,,1.0,,0.0,,0.0,0.0
LURAP1L,,,0.0,,,0.0,
LURAP1L-AS1,,,0.0,0.0,,1.0,
LUZP1,0.0,0.0,,,0.0,0.0,0.0
LVRN,,,0.0,,,,
LXN,0.0,0.0,,0.0,0.0,0.0,0.0
LY6D,,,,,,0.0,
LY6E,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LY6G5C,0.0,,,,0.0,0.0,0.0
LY6G6C,1.0,,,,,,
LY6G6F,1.0,,,,,,
LY6K,,,,0.0,,0.0,
LY75,0.0,,1.0,,0.0,,0.0
LY75-CD302,,,,,,0.0,
LY86,0.0,0.0,0.0,0.0,1.0,0.0,1.0
LY86-AS1,0.0,1.0,,0.0,,,0.0
LY9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LY96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYAR,0.0,1.0,,0.0,0.0,0.0,0.0
LYG1,,,,0.0,,,
LYG2,,,,,0.0,1.0,
LYL1,0.0,0.0,,0.0,0.0,0.0,0.0
LYN,0.0,0.0,0.0,0.0,0.0,1.0,0.0
LYNX1,0.0,,,0.0,,,
LYPD1,,,,0.0,,,
LYPD2,0.0,,,1.0,1.0,0.0,
LYPD3,,0.0,,,0.0,0.0,0.0
LYPD5,,,,,,0.0,0.0
LYPD6,,,1.0,0.0,0.0,,0.0
LYPD6B,1.0,,,0.0,0.0,0.0,1.0
LYPLA1,,,,0.0,,,0.0
LYPLA2,0.0,0.0,,0.0,,,0.0
LYPLAL1,0.0,0.0,,0.0,,,0.0
LYPLAL1-AS1,,,,0.0,,,
LYRM1,,,,0.0,,0.0,0.0
LYRM2,,0.0,,,,0.0,
LYRM4,0.0,0.0,,0.0,0.0,0.0,
LYRM7,,0.0,,0.0,0.0,,
LYRM9,,,,0.0,,,
LYSMD1,,0.0,,,,,
LYSMD2,,0.0,,,,0.0,
LYSMD3,,,,,0.0,,
LYSMD4,,,,0.0,0.0,,
LYST,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYVE1,,1.0,0.0,0.0,1.0,0.0,1.0
LYZ,1.0,1.0,0.0,1.0,1.0,1.0,0.0
LZIC,0.0,,0.0,,0.0,,
LZTFL1,0.0,0.0,,0.0,,0.0,0.0
LZTR1,0.0,,,,0.0,,
LZTS1,1.0,,0.0,0.0,,0.0,
LZTS1-AS1,,,0.0,1.0,,,
LZTS2,,0.0,,,0.0,,
M1AP,,,,0.0,,,
M6PR,,0.0,,,0.0,0.0,0.0
MAB21L1,,,1.0,1.0,,,
MAB21L2,,,,,0.0,,
MAB21L3,,,,0.0,1.0,,
MACC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACO1,0.0,,,,,,
MACROD1,,0.0,0.0,0.0,,0.0,
MACROD2,0.0,1.0,0.0,0.0,0.0,1.0,
MAD1L1,0.0,,,0.0,,,
MAD2L1,0.0,0.0,,0.0,0.0,0.0,0.0
MAD2L1BP,,0.0,,,,,
MAD2L2,0.0,0.0,,0.0,0.0,0.0,0.0
MADCAM1,,0.0,,,,,0.0
MADD,0.0,,,,,,0.0
MAEA,,,,,,,0.0
MAF,0.0,1.0,0.0,0.0,0.0,0.0,1.0
MAF1,,0.0,,0.0,0.0,,
MAFB,0.0,1.0,0.0,1.0,0.0,0.0,0.0
MAFF,0.0,0.0,,0.0,0.0,0.0,0.0
MAFG,0.0,0.0,,,,,
MAFK,,0.0,0.0,0.0,,,
MAG,,1.0,,0.0,1.0,,
MAGED1,0.0,0.0,0.0,,0.0,,
MAGED2,0.0,0.0,,,,0.0,
MAGEE1,,0.0,,,0.0,,
MAGEF1,,,,0.0,0.0,0.0,0.0
MAGEH1,0.0,0.0,,0.0,,0.0,0.0
MAGI1,,,0.0,0.0,1.0,0.0,0.0
MAGI1-AS1,,,,0.0,,,
MAGI2,0.0,,0.0,0.0,,0.0,
MAGI3,,,,0.0,0.0,0.0,
MAGOH,0.0,0.0,,,0.0,0.0,0.0
MAGOHB,,0.0,,,,0.0,
MAGT1,,,,,0.0,,0.0
MAK,0.0,0.0,,0.0,,,
MAK16,,,,,,0.0,
MAL,0.0,0.0,0.0,0.0,,0.0,1.0
MAL2,,,,0.0,0.0,0.0,
MALAT1,1.0,1.0,1.0,1.0,1.0,1.0,
MALL,,0.0,0.0,0.0,0.0,0.0,0.0
MALRD1,1.0,0.0,,0.0,,,
MALT1,0.0,0.0,,0.0,0.0,0.0,
MAMDC2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
MAMDC2-AS1,,,0.0,,,,
MAMDC4,,,,0.0,0.0,,
MAML1,,,,,0.0,,0.0
MAML2,0.0,0.0,1.0,0.0,0.0,0.0,
MAML3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAMLD1,,,0.0,0.0,,0.0,
MAMSTR,0.0,0.0,,0.0,0.0,,
MAN1A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAN1A2,,0.0,,0.0,0.0,,0.0
MAN1B1,,,,,0.0,,0.0
MAN1B1-DT,0.0,,,,,,
MAN1C1,0.0,,,0.0,0.0,,
MAN2A1,0.0,,,0.0,,,0.0
MAN2A2,0.0,0.0,0.0,0.0,0.0,,0.0
MAN2B1,0.0,0.0,0.0,0.0,,0.0,0.0
MAN2B2,0.0,,,0.0,,,0.0
MANBA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANBAL,0.0,,,0.0,0.0,0.0,
MANEA,0.0,,,0.0,0.0,0.0,
MANEA-DT,0.0,,,,,,
MANEAL,,,,0.0,,,
MANF,0.0,0.0,,0.0,0.0,0.0,0.0
MANSC1,,,,0.0,0.0,0.0,0.0
MAOA,,0.0,0.0,0.0,0.0,0.0,0.0
MAOB,,1.0,0.0,0.0,0.0,0.0,0.0
MAP10,,0.0,,,,,0.0
MAP1A,0.0,0.0,,,1.0,0.0,0.0
MAP1B,,,0.0,0.0,0.0,0.0,
MAP1LC3A,0.0,,,0.0,0.0,0.0,
MAP1LC3B,0.0,0.0,0.0,,,0.0,
MAP1LC3B2,0.0,,,,0.0,,
MAP2,,,0.0,0.0,0.0,0.0,0.0
MAP2K1,,0.0,0.0,0.0,0.0,0.0,0.0
